artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Cam’ron,Someone Like You,228623,False,2016,73,0.6976374556545369,0.961792336430391,9,-1.3954528437147147,0,0.1842271995745603,0.257872426539265,-0.09547457944340207,0.2779519253320951,0.6777379834747885,119.10403149069687,country
Alexandra Stan,Get It Poppin' (feat. Nelly) - Radio Version,201640,True,2002,57,0.8267461774510084,0.9317718460508531,10,-6.869667525097158,0,0.03186700299366417,0.07397377019178247,-0.06939920598266909,0.21391757525555716,0.5312273629998713,128.81258968328638,"World/Traditional, Folk/Acoustic"
Mark Ronson,Same Old Love,231215,True,2012,53,0.6750978809587515,0.881401396495187,6,-6.9526405114180285,0,0.12638187449669858,0.08727255705641232,-0.02292227389808472,0.031843037649091493,0.9173978027513214,101.09571832024838,"hip hop, pop, Dance/Electronic"
Taylor Swift,Lips Of An Angel,239377,True,2010,61,0.852935980142171,0.551598735481604,1,-7.359297043709649,0,0.16947824593943644,0.35856499197411645,0.18659995685118336,0.08038386833949727,0.6421376615762671,77.24272442727163,"World/Traditional, pop"
Twenty One Pilots,I Don't Feel Like Dancin',166452,True,2019,44,0.5890177183463344,0.7523805538778883,0,-5.84927393693985,0,0.11969862724323627,0.12205215961340167,-0.00011628160800697916,0.17316224884394668,0.4584851223986849,112.18157486337543,"rock, classical"
Modjo,Raise Your Glass,221122,True,2011,33,0.5346882754583342,0.5954014363415167,8,-9.621064634276046,0,0.027566437451652895,-0.11534981384940379,0.12957029857088484,0.18041083361441382,0.6246459562869513,129.05477503865873,"World/Traditional, rock"
David Archuleta,Cake By The Ocean,247647,True,2010,96,0.7276440231292645,0.77922692052785,8,-6.978806477150529,0,0.11008001234145821,0.14697592108870547,0.035837291591852526,0.17345923539308483,0.6298515328878586,80.18872842573596,"pop, Dance/Electronic"
Madcon,2002,196251,True,2008,65,0.6790434882251863,0.7518846267634686,5,-4.272706462461668,0,0.11445876748109998,-0.04294905526010767,-0.18547731679441629,-0.11438758451756373,0.8895536260842971,120.65116708648421,"hip hop, pop, Dance/Electronic"
Sak Noel,Trick Me,237047,True,2017,81,0.5945025823852568,0.897916893208611,4,-6.043023740211136,0,0.1379425856427423,0.27305189852572204,-0.06472272177031123,0.042846925569200445,0.6203063904097447,123.7519224675731,"country, latin"
Route 94,Feel This Moment (feat. Christina Aguilera),211423,True,2001,77,0.5539337599896936,0.5982565612890428,10,-7.65859779325117,0,0.02169553774752045,0.07089102603258754,0.019944423845820236,0.09393944938310536,0.43370048019670804,148.07938655192507,"hip hop, pop, latin"
Robin Thicke,Loverboy,197062,True,2005,67,0.5152209183619987,0.8789153836853103,3,-2.2681017352334645,0,0.2090906251547019,0.35824135507596694,-0.06931272801030014,0.017209492471668725,0.4177863529926474,136.5640152688134,"pop, easy listening, jazz"
Cher Lloyd,One Minute Man (feat. Ludacris),276339,True,2003,35,0.6390146230620061,0.5983424653931435,3,-6.85783848024452,0,0.2942334312148218,0.18011536079354293,-0.1302595271771235,0.22058073354011948,0.3908995243841911,98.2111534091043,"pop, rock, Dance/Electronic"
Staind,Worth It (feat. Kid Ink),167613,True,2015,50,0.7179403493050265,0.7127184490204159,4,-4.96509631091844,0,0.21717175452687532,0.2919669324537868,0.1424995697002276,0.24286730839309112,0.5339962415505636,103.4456120066362,"hip hop, pop, R&B, Dance/Electronic"
Ozuna,17,262257,False,2003,49,0.6828598952546223,0.609385985651207,5,-3.7629908337490505,1,0.32259104166217256,0.16215814508063447,-0.07356314733040303,0.15491130584774332,0.7588470701673062,151.12985226925682,"hip hop, pop, R&B, latin"
Modjo,C'Mon,154990,True,2014,55,0.664354733480218,0.4222449416286418,4,-4.985029712600229,0,0.033268008126849685,0.17791915458185426,-0.011177305922456873,-0.09882502268702711,0.4752778661818061,145.59754746070877,"country, latin"
Blu Cantrell,Sweet Nothing (feat. Florence Welch),193389,True,2003,51,0.6612771861499895,0.730421114090084,5,-2.9010365702388285,0,0.10023183444642372,0.03561847772624617,-0.011240171147662337,0.2500861332604615,0.57435198378742,116.23773832376,"pop, latin"
Neon Trees,Cool Girl,235483,True,2006,86,0.4614897873703623,0.6292643225062698,6,-2.050012401943067,0,-0.018411109382436272,-0.0066500778000330996,0.03150506971324796,0.4244216299157476,0.5421606848091699,111.94908508204861,pop
Demi Lovato,Heart Attack,197143,True,2016,69,0.4631901047376522,0.5959378794594276,7,-4.888297210600401,0,0.15314130146708863,0.011359659524901741,-0.04017048779709287,0.37732234661229563,0.81810003444849,105.99013299546013,"rock, Folk/Acoustic, easy listening"
Adele,All In My Head (Flex) (feat. Fetty Wap),218432,True,2011,46,0.6028043597345742,0.7162380081266221,9,-6.797344588520024,0,0.09457996960135891,-0.035547338763752434,0.07295177000831468,0.23942643817434164,0.8425540661306117,94.42101366565285,"pop, R&B"
The Rasmus,Treat You Better,168070,False,2015,94,0.403605662992261,0.5866188376719147,3,-5.454941005011263,0,0.09995635909587794,0.211412748994175,-0.019255706770304134,0.19094033776278507,0.3772897727596698,155.48925705051477,Dance/Electronic
Selena Gomez & The Scene,Put That Woman First,277096,False,2006,44,0.7133197307411658,0.7060915765326952,1,-6.067867371089471,0,0.24549838774393357,0.4061972368458447,0.099356503966914,0.17694591401780038,0.4267382104985311,154.46677248263197,"rock, pop, metal, Dance/Electronic"
Mariah Carey,I Know What You Did Last Summer,193527,True,2010,51,0.4605658983002425,0.9482010906239606,7,-7.358939019543006,0,0.16875836114166495,0.11220601732931312,0.0274280764268189,0.10119470274891884,0.9149331388320364,146.50534040545298,"pop, rock, metal"
Garrett Nash,Gasolina,185120,False,2017,75,0.758003090720753,0.662714506146197,8,-5.4180797607408735,0,0.0543911289856789,0.13593565416439649,-0.04994714528570866,0.0200990866143691,0.5115514878790061,88.47713535923654,rock
Debelah Morgan,Congratulations,280629,True,2009,26,0.9276053682293681,0.983885927301027,5,-3.2557828443972823,0,0.11755250779130863,0.23483994481141612,0.05548617706825916,0.28380675650208775,0.606948991397777,134.20538340951123,pop
Professor Green,Ayo Technology,239234,False,1999,96,0.5733105313661399,0.7393384648296254,1,-5.7018252946339105,0,0.028080364409510533,0.352441073182706,0.0115341093626262,0.3076562884365848,0.2734852551665415,111.69941958178224,"pop, easy listening, jazz"
Otto Knows,Middle,215689,True,2010,48,0.5493682713535728,0.6142886291911571,4,-6.4227888968667814,0,0.14225450542662268,-0.08789161069567686,-0.07283931002268561,0.15727009346120763,0.6284795112641802,138.21124830884773,"rock, blues"
Starley,About You Now,138418,True,2013,57,0.6315992560209333,0.6887808660367257,8,-4.8894284323260635,0,0.1747072109347857,-0.10171847316574747,-0.014235172579787528,0.12813715604948803,0.9456129650095907,126.59570239916276,"pop, easy listening, Dance/Electronic"
Skrillex,Levels - Radio Edit,228351,True,2005,34,0.5164951959107554,0.7987056555776599,6,-6.577307083277038,0,0.15445661104040492,0.23766531624938664,0.04120371122699219,0.0799133126126595,0.6596537943312701,134.08422168174562,"rock, classical"
Tamia,Try Again,211044,False,2013,79,0.6293519310654724,0.8421711943323212,12,-3.4620444633179854,1,0.33077379860748213,0.06422942813958614,0.029877570095116497,0.13458473661759096,0.1042381917538765,126.50404597415769,"World/Traditional, hip hop"
All Saints,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),209089,True,2003,46,0.7767586639595739,0.44874450702839036,11,-5.161202373297555,1,0.03082040537589574,-0.26602273255888276,0.04470458137896076,0.03826474416632353,0.9357585746708128,134.58382731142277,"pop, rock, Dance/Electronic"
Jimmy Eat World,Seven Nation Army,279043,False,2006,69,0.6635267243213558,0.6403484282989437,2,-5.79023817467031,0,-0.017297897521565464,0.4739269843665648,-0.028558233625327802,-0.08891659983663872,0.4356276579000066,50.82556683269908,"World/Traditional, rock, pop"
The Streets,Sexy And I Know It,287926,True,2013,47,0.6889192568941105,0.7644655761199782,9,-6.038945510256076,0,0.21511391991326562,0.14635121968380685,-0.04538648475923944,0.19630443493183336,0.6887781341255839,166.60625015949068,"pop, easy listening, jazz"
blackbear,Buttons,235985,True,2008,67,0.9821180929259887,0.5330191756864708,7,-7.036111237570142,0,-0.04500806339266884,0.18666942157081437,-0.06628174950988737,0.09589401495321397,0.5459188736051772,87.99297789807707,"World/Traditional, hip hop"
Ciara,Just Hold On,251097,True,1999,72,0.7249985666322396,0.6620643766389968,5,-4.607604290556785,0,0.2712767415708704,0.1592739554231005,0.17620826839069367,0.20591207217111285,0.6641053113070677,89.67391391012848,"pop, rock, metal"
Wiz Khalifa,Let's Dance - Radio Edit,296513,True,2012,76,0.6945265964121005,0.521654829111647,12,-8.012267911654371,0,0.04288085899129767,0.2433912183425102,0.0638069430502553,0.3003398299708265,0.4301898076233057,115.27317922004448,"pop, Folk/Acoustic"
MKTO,Something Just Like This,218718,True,2007,39,0.7278058817190232,0.9241131519502135,5,-9.226972698412066,0,0.21293402412021173,-0.10114035648567499,0.1460458805635885,0.18305587659907102,0.2611338812802101,78.86132697686199,"World/Traditional, Folk/Acoustic"
Two Door Cinema Club,All Rise,178340,True,2011,38,0.8099130054261731,0.7004477950639931,6,-3.970563406156143,0,0.23641164106990692,0.1570437405603151,0.09426765103324886,0.13142278952002817,0.4806629848314138,71.34165708832704,"rock, blues, latin"
David Banner,Animals,210520,True,2007,101,0.7316629109601608,0.5567259545337901,1,-5.510531363687879,1,0.06056200078414245,-0.053272940974750355,0.11373985123332368,0.3634759152574344,0.2857680500439077,122.64904117470711,"pop, R&B"
Sean Paul,Drops of Jupiter (Tell Me),224681,False,2005,76,0.671142736946893,0.6683254188400131,8,-4.896335165408053,0,0.009649370694803164,0.40002222986161945,0.012678595692385856,0.1412463464212686,0.7423032522702693,101.55292837951397,"pop, easy listening, jazz"
Lil Tecca,Everytime We Touch - Radio Edit,233560,False,2010,70,0.46510356460276936,0.42965804788029466,8,-2.9083344411673324,0,0.043215317386804675,0.027218519072308447,-0.04450653109898403,0.20627320605315957,0.2724151235602318,136.0088641257221,"Folk/Acoustic, rock, pop"
Sophie Ellis-Bextor,Circles,171240,False,2014,70,0.692223081896519,0.6953566035659714,6,-6.3188897061217935,0,0.0555638925952511,-0.20902162349207754,0.008086999276348216,0.1364074416184754,0.4604461210626707,132.8767318632758,"pop, easy listening, jazz"
FINNEAS,Lose Control (feat. Ciara & Fat Man Scoop),262394,True,2017,25,0.7128410442205275,0.6971032208865596,3,-4.0878249990732645,0,0.033253198958268684,-0.0016749338139191161,0.12980319656628067,0.506234655469195,0.4771103683754428,113.84588443563354,"pop, latin"
Nelly,"Dance, Dance",176479,True,2007,69,0.6494688331664242,0.5096774035607907,3,-7.055083884302592,0,0.06454993591648897,-0.4419536126462101,0.07266583658205834,0.26454157079615565,0.6707823476419682,128.2734796870263,rock
benny blanco,No Promises,220444,False,1998,79,0.7124154836397242,0.6951897439470978,14,-7.8252543790329545,0,0.12301988736978617,0.2967149225432534,0.18843632247562384,0.017403886987734957,1.0778118318933818,133.32364214882085,"hip hop, R&B"
Lumidee,Your Love Is My Drug,232683,True,2018,61,0.7911302498852936,0.8293825910535981,0,-6.521582965526166,0,0.1192193318932016,0.1746750687926046,0.13148195000097462,-0.03169030262436315,0.8843062777926172,88.84144374761743,"country, latin"
Just Jack,Here,222255,True,2000,51,0.37041686326769524,0.3944790153787617,4,-7.243207451773392,0,0.11864751768508816,0.04279615681227683,-0.026711428391131605,0.057906571717209726,0.8439316746618886,114.19877344202328,"hip hop, pop"
Estelle,Dance Again,225662,True,2006,51,0.6200477153475198,0.8515931556186278,0,-5.74259189412995,0,0.23186652739948171,0.06820736459690488,0.00594558320589071,0.39516429397177166,0.45171019315376565,128.5326298661985,easy listening
Staind,Days Go By,240884,True,2011,57,0.5006514107844174,0.8124943243594398,5,-10.221448773387753,0,-0.04559979674977531,-0.27487939185485816,0.06720651700509402,0.4157809693479145,0.6971823220924808,137.7620783980437,"rock, Dance/Electronic"
P.O.D.,Don't Wanna Try,209242,True,2022,113,0.8838641880904535,0.860288914610967,9,-7.446365055140591,0,-0.06140523810735142,0.05153070704529435,0.004513996742012942,0.20559108807755747,0.8825883447587531,118.37306803836336,"pop, latin"
Cher Lloyd,"Steady, As She Goes",268896,True,2010,47,0.8374690207163381,0.578015413901116,3,-5.7531492294606545,0,0.09287837220168106,0.06749634335051663,-0.07645152804085165,-0.0654360702793825,0.460610661579696,123.54255304652935,"rock, pop, Dance/Electronic"
MKTO,Thunder in My Heart Again (Radio Edit),164595,True,2013,73,0.4861894000344763,0.917462889809108,9,-4.746531452348429,1,0.30471100972348664,0.18898741762570498,0.15837839743509802,0.1557239571609131,0.5778348141818458,119.39157778222122,"rock, easy listening"
The Neighbourhood,Oops!...I Did It Again,258166,True,2014,85,0.4073977313817853,0.5999522362078015,7,-9.23370772335448,0,0.014132608631127183,-0.09110765268753707,0.11287387470978005,0.19519252707311402,0.7118080019693578,135.4818959974642,"pop, country"
6ix9ine,Ready For Your Love,187412,True,2007,53,0.6395004465011703,0.7154462114641427,7,-3.3089112124465156,1,0.15237308695991034,0.2579552603244678,-0.15530383047162538,0.1589808257106542,0.2815872962930796,146.17397080480842,easy listening
Polo G,When You're Gone,178676,True,2004,46,0.8200751623088072,0.8438903888253593,0,-5.915636095620574,1,0.18897393148105635,0.18973681877523446,-0.09023450903751859,0.19682462554414323,0.8248011012346332,111.6704998320513,"pop, rock"
Astrid S,Animals - Radio Edit,262388,True,2014,56,0.6776313772997565,0.9245728414773646,9,-5.000448870183154,0,0.18098457977396876,0.031394402981299516,0.12149847897473069,-0.0018743633327170939,0.6364264968422978,152.6775208704223,"pop, rock"
James Blunt,Take Me To Church,249896,True,2008,45,0.7422073559162294,0.44593645214335315,5,-5.774207927674616,0,0.04896041147484077,0.1610776607603688,0.09457143379037267,0.13538971900712907,0.3343106524352826,130.86039120414182,"rock, R&B, Folk/Acoustic, pop"
Eamon,Savin' Me,270299,False,2014,46,0.7153422968631594,0.901572797994084,0,-6.677519101364976,1,0.1750112161954074,0.22505532412040904,0.008533136930084418,0.04990181402328864,0.5477948122228531,125.84016585887684,"hip hop, pop, R&B, latin"
Bazzi,Whistle,175023,True,2009,44,0.9681685151964887,0.627060591439904,6,-5.0347331125277135,0,0.2489972974507888,0.17829774312138805,-0.18196697518651184,0.34841034961333495,0.6438490252359562,114.77001637636413,"hip hop, pop, R&B, Dance/Electronic"
Chord Overstreet,The Jump Off (feat. Mr. Cheeks) - Remix,254629,True,2009,92,0.60238179145588,0.6649335280375971,1,-6.6016332270786355,0,0.10696496704882481,0.4000642750565855,0.06526320937556239,0.274118899090271,0.3522997788579152,106.4255393619434,"hip hop, pop"
D12,Here,238760,False,2007,105,0.581954555088125,0.8138690038197585,0,-8.309511061103903,0,-0.04323040338455826,-0.08537522716130272,-0.13316790546629,0.4528015751857384,0.5266507588585392,128.89433853836414,set()
3 Doors Down,My Humps,216137,True,2007,48,0.786586816445869,0.7097804781995833,1,-1.15734118062967,0,0.08441008675733051,0.0910824423936213,0.1226257903960756,0.06876190888768463,0.7287995429709555,66.48421550306367,"pop, latin"
Alex Clare,Dangerous Woman,250264,True,2017,96,0.5197946794147722,0.8121702166824858,2,-6.3543262338352005,0,0.168870092261182,0.29154624896654835,0.08328075404964234,0.3169296077852878,0.7318536740356406,101.54362630010003,"World/Traditional, hip hop"
Petit Biscuit,Heaven,263994,True,2002,59,0.7860650171136333,0.6728279282489276,9,-5.377745440815831,0,-0.048200271232440625,0.13092437831161216,0.1987022228330965,0.2622941467444462,0.5241176765818404,125.56415925812051,"Folk/Acoustic, pop"
Jay Rock,I Turn To You,246644,True,2007,43,0.6506752462534652,0.5977936940427753,3,-6.375220286696862,1,0.07579679962561253,-0.060121945664518006,0.018595851577275065,0.10725809338136783,0.7148934339332493,114.45083603780016,"pop, latin"
Rudimental,I Love It (feat. Charli XCX),254447,False,2014,97,0.5849256557734294,0.47332176472483944,9,-1.6918593267951914,0,0.05268859277621614,0.12761490631091485,0.1472660359960887,0.054675887668521966,0.30034184009530396,117.89971929935524,easy listening
Guy Sebastian,I'm On One,202779,False,2010,102,0.3872816829431075,0.5535364391912093,10,-2.7119837316215922,0,0.07057696907001096,-0.07219208683776382,-0.1839414347643293,0.1171901170100496,0.6204781857015149,108.28912649944681,"hip hop, pop, R&B"
Lily Allen,Party Rock Anthem,210183,True,2001,51,0.5942691129701624,0.70294241041991,7,-6.097633075644543,0,0.24253186128677395,0.34073255270139435,0.05528285348484675,0.05511874789078541,0.40028318539187047,137.65788268699865,"pop, rock, Dance/Electronic"
Kings of Leon,Hotter Than Hell,237214,True,2009,67,0.5643438480511581,0.6716671088608792,3,-7.7578744797067145,1,0.06708906991290575,-0.21196919383344104,0.0836101265237972,0.1835718372875729,0.28791026895848604,118.570578590891,"hip hop, pop, R&B, latin"
Case,Style,241480,True,2000,70,0.4455166377913723,0.7263437334201047,2,-2.5165426258231363,0,0.24769082471422393,0.11879352664187592,-0.11806098425166021,0.0010787882702732732,0.9672416082337381,103.56517113941925,country
Jax Jones,One Call Away,210224,True,2008,45,0.7960633250484761,0.7029078410804922,0,-4.984135257897095,0,-0.05096468374374759,0.4017130674238723,0.0933328415851464,0.10268044766218638,0.26195594319617127,164.82052489983363,"hip hop, country"
Meek Mill,Read Your Mind,215364,True,2005,10,0.5517061451350208,0.8515615747142807,6,-6.507323878610771,0,0.13761351344512943,0.2689138890464008,0.009269466858301129,0.5756941182708507,0.5205802482053247,96.6831757557431,"rock, pop, Dance/Electronic"
Amerie,Spinning Around,225786,True,2014,54,0.6787553527095772,0.7167210448690386,5,-5.579361402328721,1,0.15369933730066346,-0.016917666221758082,0.05257475001872264,0.23540296505914282,0.4884004001519409,90.44219981079841,"pop, R&B, easy listening"
The Kooks,Just A Little,186675,True,1999,93,0.6010830401397815,0.7428554561953623,8,-7.386717066538915,0,0.17992063732216268,0.13622720861002777,-0.07256962834479842,0.20357122261024374,0.6558784926548419,160.7287900157803,"rock, blues"
Scissor Sisters,Hollaback Girl,331826,True,2002,84,0.6791723479311789,1.0214594279676912,3,-4.716558933245763,1,0.1188894979274286,0.4101481082784188,0.02484158262169238,0.2593529640946215,0.46007485352074706,116.49099304255772,set()
Jonas Blue,Golden Skans,149854,True,2019,46,0.6612679848441829,0.66267944989618,3,-4.7666924581515575,0,0.11968919182074417,0.13595077216119222,-0.05554851795269149,0.2184719576527191,0.4224664012200925,103.29614362878718,"World/Traditional, rock"
Savage Garden,I'm N Luv (Wit a Stripper) (feat. Mike Jones),263890,False,2006,55,0.5640385043266101,0.8233566107927454,7,-7.001660738050861,2,0.039099252495289144,0.41850388935360394,0.1340479324247222,0.1572158048156375,0.6929290606483566,160.4619652845699,"rock, blues"
Estelle,Turn Up the Music,248532,True,2012,39,0.7632615527094011,0.4059669679046148,5,-5.7371878536213785,0,0.0888956424262351,0.1844788825630211,0.09699166542953372,0.08793710081423174,0.6032303120659501,120.50862225933074,Dance/Electronic
Joel Corry,IDGAF,303953,True,2016,81,0.7234546249998954,0.8708429545165215,10,-5.765978092575989,1,0.12321099798868193,0.1736767263182907,0.039835473292755726,0.16916241574001112,0.5925187587786699,116.66067029598204,set()
Joe,The Real Slim Shady,261757,True,2008,33,1.0693196422938545,0.6169118021203468,2,-8.13187233056504,0,0.17629112859944585,0.15826145323021987,-0.0663197607226112,0.20877501501712212,0.6212205786874798,124.91867967767827,"rock, metal"
Keri Hilson,Answerphone (feat. Yxng Bane),238257,True,2011,96,0.8099905960456697,0.9121376326104003,4,-4.934920945649593,0,0.09769404480321031,-0.1023143647131729,0.10537775436429898,0.5222401987051036,0.4066201374202717,75.5680383793412,"pop, country"
Kesha,Flames,327024,True,2007,63,0.5175991678992435,0.677290514329359,7,-8.097143134082891,1,-0.011617365667295182,0.41514664955037633,0.01585862797364266,0.008374173548938824,0.775392269950149,66.89263381200985,"World/Traditional, pop"
MIKA,Whatever It Takes,256363,True,2007,56,0.7548448961620383,0.7290179714785143,4,-5.690609209535801,1,0.10686745383172687,0.24307566766524008,0.0075744329503367016,0.11306247621649083,0.3943346350990496,131.84560223800653,"rock, classical"
Joel Corry,Better Than Me,261276,True,2021,60,0.47065379866165113,0.523055148190815,4,-3.8998188453591234,1,0.08986599999450319,0.040305671984076724,0.0561911622090243,0.05958450017393033,0.8505686162492426,116.9765253771681,"hip hop, latin, Dance/Electronic"
Logic,Play,264212,False,2010,83,0.48172521221625464,0.7159223221573501,9,-3.9452069706743798,0,0.01698679103902756,-0.008481798080997749,0.13001045961922647,0.2900333438389654,0.49567775287661264,131.10067280727344,"World/Traditional, Folk/Acoustic"
Erykah Badu,What's My Name?,197740,False,2003,71,0.6172197796127132,0.7294264719865557,5,-8.368895737224035,0,0.11581264312389254,-0.025947330076628944,-0.12747258047245147,0.3952579004060637,0.9236774185657363,101.14615975085867,"hip hop, rock, pop"
S Club 7,My Boo,241900,True,2005,41,0.7270856444244538,0.6726093221066766,6,-4.593251625743973,1,-0.037073090078788354,0.250535300842808,0.00937882167409234,0.10748904668565809,0.2544771419157772,110.6383593187609,"hip hop, pop, rock"
Kaiser Chiefs,Lush Life,223193,True,2017,59,0.8076661120963623,0.6137039858401826,2,-6.837232162604695,0,0.05681755478475434,0.1800806448804688,0.11653468999279007,0.07222385049539141,0.3967105915701338,144.8466209801528,"pop, rock, Dance/Electronic"
LeAnn Rimes,Magnolia,222129,False,2007,41,0.728622793005578,0.6928036746982308,0,-6.776857989708318,0,0.0744595805107763,-0.05284101742469763,0.05010505217383723,0.2453668117875556,1.060421524188354,151.2083078311643,"rock, pop, Dance/Electronic"
Migos,Lose Yourself to Dance (feat. Pharrell Williams),235774,True,2010,82,0.706639394696803,0.7640384831610577,13,-7.447782604497641,0,0.16266922576617637,0.0514674963868401,-0.0816903849568818,0.31601400916160827,0.6837912254993113,139.4542119360931,"hip hop, pop, Dance/Electronic"
J Balvin,"Sit Still, Look Pretty",286824,True,2008,80,0.5812111939102917,0.8767933218008679,11,-6.719395888991811,0,0.1431591668117819,0.06267179817589232,0.06950428671618011,0.34074374529258616,0.7356968215633787,157.14596921456814,"rock, pop, metal, Dance/Electronic"
MGMT,gone girl,200800,True,2006,56,0.49706890380483143,0.9272425124860195,6,-4.132394136759641,1,0.07858645814764531,0.10378760538931414,-0.019707985099615553,0.2186878664942993,-0.10609786478561611,121.89656565063885,"rock, metal"
Truth Hurts,Complicated,265081,True,2011,47,0.6700232680012107,0.6080289776214186,2,-2.6433486396349384,0,0.03177871681995009,0.013909950861418621,0.01734155194799146,0.34831208150292137,0.6572755995018128,115.57454723804545,country
Lilly Wood and The Prick,She Wolf,268860,True,2009,72,0.6304750597350286,0.7940949183346664,1,-6.054779587672763,0,0.15602081198355314,0.11764810793620148,-0.02247423838392185,0.3182672283781296,0.7179523977686122,113.67623537353133,"Folk/Acoustic, rock, pop"
Maroon 5,Sex,197422,True,2011,50,0.5235209453092351,0.9254851293897534,3,-6.515598857480469,0,0.01063686095442154,-0.0011559523057904364,-0.015570210872373973,0.04455217607201328,0.1909567659052982,118.66474057599612,"pop, Dance/Electronic"
Ashanti,Country Grammar (Hot Shit),194018,False,2005,59,0.6464461113781305,0.8302904395559721,5,-5.53563997465626,1,0.04815963797205517,0.20150235529549815,-0.005038638533108698,-0.03897372794273993,0.3571559204032315,121.80190542384278,"rock, pop, metal, Dance/Electronic"
Panjabi MC,Clumsy,277781,True,2014,82,0.7522132813797848,0.597277584055965,10,-2.6370389845790445,1,0.11666233349458659,0.08350380982247413,0.03864637800687229,0.06347446429309207,0.3342075638785339,103.20605884559674,"Folk/Acoustic, rock"
Nicky Jam,X,220240,True,2010,69,0.7245041008825303,0.7118340491802413,0,-5.689854340054719,0,0.13309412611617744,0.21958260868105817,0.1431704299257971,0.3112638072277537,0.5913893842236346,133.23238630732527,"pop, R&B, Dance/Electronic"
Grimes,I Kissed A Girl,236477,True,2022,26,0.6666538045733121,0.5633434670106269,7,-8.988228312270277,0,0.02522043554092361,0.03864725877805639,-0.0494654361845667,0.2559896736805134,0.31323517903364995,126.19959870246514,set()
Wayne Wonder,Girls Like (feat. Zara Larsson),166071,True,2006,76,0.508941448983354,0.7602301319531234,3,-6.480188521217492,0,0.2692643239216936,-0.18881398757767598,0.016529761461431692,0.1357405916992118,0.41912667212866894,93.87323489309514,"pop, rock, metal"
DMX,No More (Baby I'ma Do Right),210770,True,2015,102,0.6356048958761086,0.5222277977439805,1,-4.81977918382073,0,0.28074695201550665,0.27829544427230685,-0.16139353153545388,0.3671428806272848,0.8693765069325872,159.0258536228557,"pop, rock, Folk/Acoustic"
Usher,It's Gonna Be Me,228526,True,2018,50,0.5763458628242346,0.45314305784004527,10,-6.0660922687411745,1,-0.0034486818912673606,0.21844434331234774,-0.04160898564231476,0.03912111258592349,0.6684501811565067,87.73481799122231,latin
Avicii,Turn Me On (feat. Nicki Minaj),218168,True,2004,64,0.5920909585305805,0.503712447500064,1,-4.444806355952424,0,0.25290647934966803,0.07637418651514477,0.022155071331162138,0.23133388151476875,0.3597662897235376,140.3202771130535,"pop, latin"
Beyoncé,Always On Time,233134,True,2015,41,0.694393103296492,0.6784216769979858,4,-4.174030015232236,1,0.24686929016505021,0.04717119972531135,0.1399217117116689,0.15966634973465818,0.5185776432648529,108.25240991618237,"pop, easy listening, jazz"
Joel Adams,Holidae In,192698,True,2012,41,0.8485374084096509,0.62763293135187,0,-4.1856021262757865,0,0.035656108932021285,0.08763503315169069,-0.05476902034160196,0.12730190334595684,0.5584403939727923,66.24948722355235,"pop, rock"
Frankie J,Wild Ones (feat. Sia),211087,True,2022,50,0.6309072367297923,0.628230063898597,6,-9.715850944259772,1,0.16979486103325614,0.15282252154245568,-0.022395636359637938,0.36188090671486506,0.7374066122403709,107.49079471226078,"Folk/Acoustic, rock"
Audioslave,Let's Go (feat. Ne-Yo),249146,True,2013,95,0.6996039818436552,0.4949174876188249,1,-7.569246314652607,0,0.13316664633272246,0.20578239039355034,-0.1470482842552083,0.20822907625294265,0.6651841389577587,188.020670509537,"pop, rock, metal"
JoJo,Run It! (feat. Juelz Santana),234181,False,2010,44,0.7328667035263541,0.7474627315541655,3,-5.914964770640743,0,0.11999631109807897,0.36282075023394245,0.04282761981442956,0.09697772627832646,0.3902821975140856,121.27154179720587,"pop, easy listening, Dance/Electronic"
Panic! At The Disco,Don't Wake Me Up,266594,False,2011,44,0.5896594605377956,0.5029620245778599,7,-6.017764464126995,1,0.0159299029831763,0.024366747712605746,0.10698670754734844,0.12818414364668151,0.5607807728826657,154.9299188552141,Dance/Electronic
Foo Fighters,Break Free,247588,True,2019,79,0.6693161841980847,0.6303608060289353,3,-5.544619332244112,0,0.08227761789627196,0.2733727066713525,-0.0889025211482606,-0.08346890192413,0.5709100663296165,113.64070594230157,"rock, pop, metal, Dance/Electronic"
benny blanco,I Just Wanna Love U (Give It 2 Me),206085,True,1999,60,0.6876685310753052,0.7006207960428611,3,-6.937607203377553,1,0.08777258338287147,-0.09391574849648202,0.015488358054304954,0.1734970393281672,0.19995316409527114,91.28476546610041,"rock, Folk/Acoustic, easy listening"
Alanis Morissette,Something Kinda Ooooh,238753,True,2011,65,0.5532543090124257,0.8062794481146847,9,-5.3643717221782685,1,0.08175240170951603,0.5101691872268752,0.05895955046573992,0.1516152384618075,0.5554695602943059,87.92257305965612,"World/Traditional, rock"
Pretty Ricky,Wow.,196026,False,2006,65,0.6291107620976631,0.7691185766715452,0,-6.573907200619035,1,0.0879239588586405,0.040208251487933055,-0.09580693975606892,0.32275351785359585,0.785899484132184,85.76425879125009,"rock, Folk/Acoustic, pop"
